sentence_number,stopword_count,word_length,character_length
28482,6,14,94
28483,10,21,145
28484,7,18,130
28485,8,21,156
28486,14,31,213
28487,5,14,97
28488,9,22,137
28489,6,10,77
28490,7,15,103
28491,3,7,55
28492,5,12,75
28493,0,3,29
28494,9,21,136
28495,10,34,286
28496,0,2,27
28497,9,21,150
28498,10,21,136
28499,12,27,213
28500,4,8,53
28501,0,2,25
28502,7,20,164
28503,19,40,279
28504,7,14,95
28505,7,14,93
28506,3,6,47
28507,0,3,23
28508,9,20,171
28509,6,18,133
28510,11,24,157
28511,10,23,156
28512,14,37,265
28513,11,25,171
28514,6,13,80
28515,9,18,96
28516,1,5,42
28517,4,14,129
28518,5,11,81
28519,7,14,116
28520,9,23,172
28521,8,24,174
28522,21,38,219
28523,1,4,29
28524,7,14,95
28525,20,40,252
28526,11,24,157
28527,9,27,203
28528,25,58,384
28529,0,3,38
28530,14,37,281
28531,16,34,221
28532,7,12,68
28533,9,17,113
28534,0,2,23
28535,12,25,160
28536,12,32,230
28537,10,22,174
28538,12,30,233
28539,0,0,7
28540,0,2,14
28541,16,40,298
28542,10,31,240
28543,11,29,221
28544,0,2,25
28545,0,2,26
28546,13,31,210
28547,8,18,127
28548,5,11,77
28549,6,16,132
28550,8,17,106
28551,17,32,181
28552,11,24,157
28553,6,15,107
28554,13,27,167
28555,0,3,22
28556,5,12,75
28557,5,13,96
28558,0,1,5
28559,28,59,361
28560,0,1,5
28561,40,82,489
28562,23,50,296
28563,19,39,214
28564,5,10,58
28565,13,23,149
28566,65,122,728
28567,0,1,5
28568,24,45,270
28569,25,44,251
28570,0,1,5
28571,18,36,225
28572,23,45,281
28573,14,33,208
28574,31,56,320
28575,1,1,5
28576,20,38,224
28577,0,1,5
28578,9,21,148
28579,0,0,8
28580,31,54,293
28581,15,36,233
28582,0,0,8
28583,10,24,194
28584,18,34,208
28585,0,0,8
28586,1,1,5
28587,26,54,348
28588,12,23,151
28589,0,1,5
28590,17,36,220
28591,8,16,100
28592,0,1,5
28593,13,25,139
28594,40,75,456
28595,0,0,5
28596,29,52,311
28597,0,0,5
28598,30,53,301
28599,0,0,5
28600,33,64,371
28601,1,1,9
28602,31,55,311
28603,1,1,5
28604,36,66,389
28605,0,1,5
28606,13,22,123
28607,0,1,5
28608,24,43,244
28609,0,0,8
28610,1,1,5
28611,11,22,126
28612,35,58,332
28613,9,19,115
28614,26,50,302
28615,0,1,5
28616,7,12,79
28617,13,28,188
28618,0,0,5
28619,25,51,320
28620,0,1,5
28621,22,39,235
28622,10,20,121
28623,0,0,5
28624,13,23,149
28625,0,0,5
28626,12,23,139
28627,0,0,5
28628,35,66,422
28629,1,1,9
28630,14,29,164
28631,1,1,5
28632,42,84,518
28633,14,29,187
28634,14,27,170
28635,0,0,8
28636,20,35,210
28637,0,1,12
28638,14,33,219
28639,12,29,176
28640,14,28,183
28641,5,9,50
28642,5,7,40
28643,8,20,121
28644,11,29,199
28645,7,15,85
28646,8,21,141
28647,18,40,242
28648,14,34,226
28649,15,32,186
28650,1,5,31
28651,7,15,118
28652,10,31,192
28653,10,19,111
28654,4,17,108
28655,5,13,100
28656,22,40,248
28657,0,0,2
28658,6,13,111
28659,3,5,29
28660,0,0,2
28661,12,25,177
28662,3,8,49
28663,16,36,241
28664,12,23,191
28665,12,30,191
28666,6,14,120
28667,12,30,198
28668,8,15,95
28669,5,8,58
28670,5,15,108
28671,10,21,179
28672,12,19,115
28673,0,1,13
28674,11,27,150
28675,17,34,216
28676,11,21,112
28677,12,23,155
28678,11,24,165
28679,10,23,137
28680,2,11,87
28681,13,30,193
28682,11,27,175
28683,17,34,192
28684,0,1,14
28685,19,40,255
28686,17,33,211
28687,15,34,240
28688,0,0,1
28689,25,51,350
28690,19,35,207
28691,17,44,252
28692,10,27,176
28693,15,34,201
28694,12,32,208
28695,8,20,130
28696,10,15,71
28697,6,11,62
28698,12,27,163
28699,12,22,128
28700,7,12,62
28701,6,14,77
28702,6,17,133
28703,6,12,72
28704,14,33,200
28705,0,0,2
28706,1,5,48
28707,2,6,36
28708,7,15,87
28709,3,6,33
28710,2,7,43
28711,6,15,86
28712,14,26,152
28713,8,18,116
28714,3,7,47
28715,0,2,15
28716,9,25,159
28717,6,16,102
28718,5,14,84
28719,4,12,81
28720,8,19,115
28721,13,25,167
28722,9,18,96
28723,3,9,59
28724,13,38,236
28725,13,27,177
28726,7,15,78
28727,6,17,118
28728,2,6,44
28729,1,5,29
28730,6,18,110
28731,4,10,65
28732,4,10,62
28733,3,7,48
28734,12,21,117
28735,6,15,106
28736,6,13,82
28737,2,5,36
28738,1,4,26
28739,7,18,119
28740,4,12,112
28741,5,17,124
28742,4,12,82
28743,6,19,126
28744,6,15,80
28745,18,37,262
28746,11,25,168
28747,11,25,154
28748,17,36,275
28749,0,2,16
28750,16,38,242
28751,16,34,280
28752,24,53,425
28753,0,2,19
28754,13,26,165
28755,17,37,297
28756,12,21,129
28757,7,19,169
28758,1,3,35
28759,7,16,154
28760,10,22,148
28761,5,12,84
28762,9,27,190
28763,1,4,28
28764,1,3,24
28765,20,47,310
28766,15,29,192
28767,17,31,206
28768,23,51,313
28769,13,31,196
28770,1,4,32
28771,6,14,82
28772,6,18,120
28773,11,28,186
28774,3,7,54
28775,8,27,175
28776,7,16,81
28777,0,0,5
28778,5,14,85
28779,7,16,83
28780,0,0,5
28781,10,20,125
28782,0,0,5
28783,18,43,275
28784,9,17,102
28785,0,0,5
28786,1,6,61
28787,6,12,66
28788,4,13,89
28789,0,0,1
28790,11,18,113
28791,8,14,93
28792,14,28,178
28793,0,0,3
28794,1,5,42
28795,0,0,3
28796,1,4,35
28797,7,14,74
28798,0,0,5
28799,7,13,81
28800,5,12,81
28801,0,0,5
28802,8,14,81
28803,12,23,135
28804,0,0,6
28805,12,19,101
28806,6,12,75
28807,0,0,6
28808,3,11,86
28809,7,14,86
28810,0,0,6
28811,13,29,201
28812,21,43,287
28813,0,0,6
28814,13,30,207
28815,20,41,282
28816,0,0,4
28817,17,35,235
28818,15,30,201
28819,1,4,31
28820,27,53,334
28821,8,18,113
28822,0,2,21
28823,1,4,33
28824,11,24,162
28825,7,19,125
28826,16,34,207
28827,12,22,131
28828,8,16,113
28829,23,46,310
28830,16,34,234
28831,7,20,140
28832,14,33,214
28833,1,5,36
28834,8,22,131
28835,6,18,120
28836,11,28,184
28837,4,8,58
28838,9,27,176
28839,6,12,79
28840,0,0,5
28841,5,15,88
28842,6,12,79
28843,0,0,5
28844,6,14,82
28845,4,8,48
28846,0,0,5
28847,17,44,284
28848,9,17,98
28849,0,0,5
28850,1,6,54
28851,6,12,66
28852,4,14,93
28853,0,0,1
28854,11,18,113
28855,8,14,81
28856,14,28,171
28857,10,20,105
28858,4,10,64
28859,8,16,87
28860,9,19,124
28861,1,4,34
28862,0,0,1
28863,8,22,135
28864,12,22,125
28865,6,12,68
28866,6,12,65
28867,4,8,40
28868,5,12,71
28869,9,18,98
28870,2,4,27
28871,0,1,14
28872,2,5,33
28873,4,12,80
28874,9,18,88
28875,7,18,119
28876,2,4,27
28877,12,22,129
28878,5,11,67
28879,5,14,97
28880,6,29,265
28881,0,2,31
28882,3,12,81
28883,0,2,36
28884,6,12,69
28885,3,5,30
28886,11,24,140
28887,3,11,71
28888,6,10,63
28889,8,18,93
28890,8,17,124
28891,6,20,153
28892,7,12,71
28893,4,8,63
28894,1,4,42
28895,1,8,62
28896,0,2,24
28897,7,15,113
28898,8,15,89
28899,6,14,91
28900,3,7,50
28901,4,10,58
28902,5,10,53
28903,4,14,102
28904,5,14,100
28905,4,18,163
28906,5,18,142
28907,0,3,28
28908,11,20,136
28909,1,9,68
28910,7,14,96
28911,7,13,74
28912,8,16,100
28913,11,24,141
28914,6,11,55
28915,13,24,134
28916,4,9,65
28917,2,4,29
28918,0,0,3
28919,0,1,13
28920,0,0,3
28921,0,2,17
28922,0,0,3
28923,0,1,10
28924,3,8,54
28925,0,5,40
28926,3,6,30
28927,3,7,39
28928,4,14,98
28929,9,19,108
28930,3,8,47
28931,7,12,84
28932,5,14,75
28933,7,13,91
28934,6,13,78
28935,6,14,74
28936,6,15,107
28937,2,5,40
28938,10,19,157
28939,9,19,115
28940,8,15,79
28941,9,18,109
28942,8,17,96
28943,1,2,22
28944,14,24,143
28945,5,10,70
28946,8,16,100
28947,8,12,68
28948,10,20,117
28949,5,13,90
28950,0,0,3
28951,2,4,19
28952,3,8,54
28953,13,21,131
28954,8,17,94
28955,6,14,100
28956,2,4,38
28957,12,28,179
28958,5,12,104
28959,1,7,47
28960,8,19,124
28961,5,8,38
28962,4,7,36
28963,2,6,32
28964,2,6,31
28965,14,26,131
28966,5,10,64
28967,3,7,54
28968,3,6,43
28969,9,13,71
28970,7,12,63
28971,8,17,90
28972,4,7,37
28973,6,13,81
28974,9,17,104
28975,2,6,45
28976,4,9,63
28977,11,22,119
28978,8,19,111
28979,9,17,96
28980,10,22,141
28981,12,20,115
28982,6,14,89
28983,6,15,102
28984,7,14,73
28985,12,23,129
28986,5,10,67
28987,4,11,71
28988,6,11,59
28989,13,25,140
28990,5,12,67
28991,3,8,55
28992,3,6,49
28993,2,6,26
28994,12,25,159
28995,0,0,3
28996,4,9,49
28997,10,16,88
28998,4,13,93
28999,8,14,74
29000,8,16,83
29001,6,13,88
29002,6,15,91
29003,11,26,178
29004,0,0,3
29005,1,4,30
29006,4,16,113
29007,11,20,130
29008,12,29,194
29009,11,28,185
29010,11,30,212
29011,7,16,91
29012,8,14,95
29013,6,23,136
29014,6,17,120
29015,8,24,159
29016,20,52,352
29017,13,35,226
29018,0,0,2
29019,20,42,238
29020,10,23,151
29021,1,1,20
29022,10,24,153
29023,1,1,20
29024,27,58,378
29025,17,29,180
29026,12,28,218
29027,7,20,134
29028,5,11,71
29029,37,76,473
29030,19,36,228
29031,0,0,2
29032,6,12,76
29033,45,80,472
29034,11,22,150
29035,1,1,23
29036,8,18,114
29037,21,45,291
29038,10,22,143
29039,7,15,98
29040,6,11,79
29041,11,19,124
29042,18,35,226
29043,19,32,185
29044,9,16,103
29045,1,1,23
29046,13,25,147
29047,8,15,88
29048,21,42,274
29049,12,26,168
29050,0,4,70
29051,1,1,24
29052,7,13,71
29053,0,0,3
29054,5,11,73
29055,16,38,248
29056,18,38,229
29057,8,23,156
29058,7,20,143
29059,20,47,292
29060,9,20,112
29061,8,19,126
29062,11,24,162
29063,7,14,88
29064,3,8,67
29065,14,31,188
29066,22,57,386
29067,17,32,204
29068,15,32,189
29069,8,19,125
29070,11,23,140
29071,39,80,465
29072,15,31,187
29073,3,7,58
29074,10,29,169
29075,13,29,177
29076,15,33,195
29077,18,38,227
29078,2,7,54
29079,12,26,141
29080,13,26,157
29081,18,44,268
29082,9,26,179
29083,4,11,89
29084,17,46,299
29085,14,26,163
29086,11,30,194
29087,10,20,115
29088,11,23,150
29089,6,12,71
29090,24,57,376
29091,10,25,167
29092,27,44,265
29093,35,61,351
29094,30,60,384
29095,17,36,210
29096,7,12,78
29097,14,29,205
29098,12,22,116
29099,11,18,94
29100,1,2,11
29101,14,29,189
29102,41,72,415
29103,9,18,116
29104,2,6,41
29105,3,5,33
29106,0,0,11
29107,1,1,5
29108,28,46,278
29109,0,0,11
29110,0,1,5
29111,21,39,231
29112,0,0,11
29113,0,1,5
29114,27,51,314
29115,0,0,11
29116,4,11,70
29117,3,9,59
29118,4,15,118
29119,3,8,54
29120,15,28,209
29121,17,31,191
29122,35,61,356
29123,12,24,152
29124,3,8,70
29125,2,5,31
29126,0,0,15
29127,10,17,99
29128,0,0,15
29129,10,24,217
29130,2,9,88
29131,11,22,145
29132,8,17,112
29133,4,7,56
29134,4,9,77
29135,6,9,56
29136,17,31,187
29137,2,4,34
29138,10,24,181
29139,18,34,225
29140,11,20,135
29141,9,18,143
29142,5,8,50
29143,5,12,89
29144,11,22,142
29145,4,10,94
29146,35,64,415
29147,11,23,140
29148,10,25,180
29149,4,10,68
29150,17,26,156
29151,3,10,87
29152,14,26,150
29153,19,43,275
29154,9,16,91
29155,15,23,117
29156,13,17,76
29157,4,9,50
29158,6,13,88
29159,14,24,146
29160,3,3,13
29161,12,23,152
29162,19,34,229
29163,1,1,19
29164,14,25,148
29165,17,32,194
29166,0,3,42
29167,1,1,24
29168,7,11,74
29169,10,26,170
29170,8,21,137
29171,3,9,65
29172,7,16,110
29173,11,20,126
29174,0,4,35
29175,11,20,117
29176,10,21,152
29177,13,24,166
29178,19,33,194
29179,13,24,133
29180,9,19,116
29181,10,19,117
29182,13,25,152
29183,19,36,211
29184,12,22,123
29185,7,15,90
29186,22,38,233
29187,4,10,66
29188,29,54,330
29189,13,25,146
29190,15,23,121
29191,4,7,36
29192,11,22,131
29193,4,10,63
29194,13,30,210
29195,1,1,19
29196,10,17,91
29197,14,27,154
29198,2,6,35
29199,26,40,197
29200,6,13,76
29201,8,21,129
29202,6,15,100
29203,14,25,132
29204,16,28,157
29205,26,43,245
29206,9,18,137
29207,7,17,118
29208,13,28,166
29209,7,13,73
29210,3,10,60
29211,10,20,108
29212,18,30,159
29213,31,48,254
29214,9,23,133
29215,6,10,54
29216,20,29,174
29217,11,21,126
29218,8,14,73
29219,15,30,160
29220,7,16,93
29221,13,25,156
29222,5,12,69
29223,19,37,217
29224,15,30,158
29225,21,41,251
29226,4,11,63
29227,14,20,100
29228,23,40,236
29229,12,26,164
29230,8,17,117
29231,14,22,124
29232,10,16,86
29233,12,26,146
29234,3,6,32
29235,34,58,342
29236,12,21,117
29237,3,7,47
29238,11,15,73
29239,66,129,762
29240,8,18,116
29241,16,23,132
29242,25,41,232
29243,32,50,283
29244,17,32,195
29245,16,32,212
29246,12,21,97
29247,7,16,101
29248,14,23,123
29249,26,54,395
29250,12,22,139
29251,5,11,68
29252,9,21,130
29253,5,14,99
29254,17,30,152
29255,10,16,76
29256,11,18,118
29257,1,7,59
29258,3,8,63
29259,6,13,95
29260,11,15,84
29261,7,13,75
29262,11,21,121
29263,9,19,119
29264,4,7,51
29265,7,13,77
29266,10,21,133
29267,3,6,35
29268,8,17,94
29269,19,33,187
29270,19,35,212
29271,9,22,151
29272,4,9,48
29273,12,27,179
29274,18,33,200
29275,8,19,131
29276,3,5,36
29277,17,32,207
29278,7,13,76
29279,19,34,191
29280,17,33,213
29281,20,52,360
29282,7,13,69
29283,16,30,171
29284,13,27,151
29285,6,11,67
29286,8,16,97
29287,8,19,120
29288,14,24,131
29289,5,13,95
29290,7,11,62
29291,6,16,99
29292,4,10,81
29293,4,10,73
29294,4,9,55
29295,10,19,115
29296,3,15,113
29297,13,25,159
29298,0,0,3
29299,7,12,72
29300,7,15,79
29301,4,11,70
29302,16,36,222
29303,10,23,142
29304,12,24,149
29305,6,14,107
29306,10,27,186
29307,17,34,207
29308,0,0,3
29309,6,9,51
29310,28,60,379
29311,14,26,155
29312,8,15,91
29313,11,29,172
29314,4,11,59
29315,12,17,86
29316,0,0,3
29317,3,6,36
29318,6,13,87
29319,12,24,133
29320,17,37,258
29321,6,17,110
29322,0,0,4
29323,4,8,47
29324,14,33,205
29325,8,15,87
29326,6,15,100
29327,14,31,200
29328,15,26,137
29329,19,39,242
29330,15,31,197
29331,11,22,150
29332,8,17,113
29333,6,11,46
29334,13,32,181
29335,8,14,88
29336,0,0,4
29337,4,5,27
29338,15,35,227
29339,23,46,249
29340,8,19,110
29341,7,22,174
29342,6,11,59
29343,12,30,194
29344,21,45,257
29345,17,38,260
29346,0,0,4
29347,5,8,38
29348,6,13,84
29349,8,14,73
29350,8,15,90
29351,6,11,72
29352,5,11,76
29353,10,18,112
29354,11,25,158
29355,13,30,200
29356,19,48,282
29357,13,23,133
29358,10,24,135
29359,14,26,163
29360,4,7,38
29361,17,42,276
29362,6,16,94
29363,11,24,149
29364,17,36,201
29365,12,24,148
29366,6,15,103
29367,9,22,150
29368,20,41,245
29369,39,74,425
29370,18,46,306
29371,18,37,230
29372,15,34,225
29373,12,30,193
29374,14,23,119
29375,0,3,26
29376,11,21,150
29377,6,18,127
29378,6,11,69
29379,14,29,177
29380,4,9,74
29381,7,23,187
29382,0,0,3
29383,48,122,882
29384,0,0,3
29385,3,11,67
29386,0,0,3
29387,5,18,129
29388,0,0,3
29389,5,19,155
29390,0,1,10
29391,10,26,176
29392,6,17,113
29393,13,25,152
29394,13,25,149
29395,12,26,178
29396,9,22,168
29397,16,37,267
29398,20,44,295
29399,9,22,151
29400,2,5,35
29401,23,48,307
29402,7,13,84
29403,3,5,30
29404,7,17,138
29405,5,14,99
29406,6,15,105
29407,4,13,96
29408,0,0,3
29409,10,25,166
29410,18,33,203
29411,0,0,3
29412,6,24,161
29413,0,0,3
29414,3,12,92
29415,1,3,20
29416,21,47,293
29417,5,13,98
29418,8,20,124
29419,4,9,60
29420,13,31,210
29421,8,20,148
29422,6,11,81
29423,0,0,3
29424,12,28,184
29425,0,0,3
29426,6,17,124
29427,18,48,379
29428,2,4,28
29429,15,31,210
29430,7,16,97
29431,6,16,116
29432,7,15,91
29433,1,3,16
29434,10,23,157
29435,13,29,193
29436,9,16,104
29437,6,12,75
29438,6,14,92
29439,28,54,345
29440,9,19,122
29441,10,22,144
29442,10,22,132
29443,8,14,97
29444,22,48,317
29445,7,17,114
29446,7,15,102
29447,15,27,153
29448,5,13,96
29449,0,1,5
29450,3,9,64
29451,0,1,5
29452,10,22,146
29453,1,1,5
29454,9,25,167
29455,0,1,5
29456,5,11,75
29457,10,22,138
29458,9,21,127
29459,8,17,100
29460,18,41,269
29461,19,50,349
29462,19,40,273
29463,8,16,100
29464,7,11,82
29465,6,14,111
29466,7,14,120
29467,6,10,87
29468,21,40,246
29469,0,0,3
29470,11,25,158
29471,0,6,42
29472,6,16,97
29473,3,10,68
29474,14,30,177
29475,6,15,132
29476,23,50,323
29477,6,14,85
29478,16,29,190
29479,8,13,86
29480,7,16,100
29481,24,52,349
29482,8,17,112
29483,14,28,182
29484,9,25,171
29485,1,5,40
29486,15,30,199
29487,6,12,78
29488,3,7,46
29489,4,10,66
29490,4,9,53
29491,13,29,182
29492,2,10,69
29493,5,11,72
29494,20,36,211
29495,4,16,119
29496,9,22,154
29497,17,33,201
29498,16,29,204
29499,10,22,145
29500,0,3,26
29501,11,24,175
29502,18,45,335
29503,10,21,144
29504,15,31,210
29505,7,19,130
29506,12,29,200
29507,6,17,120
29508,1,3,27
29509,15,25,178
29510,8,20,133
29511,15,32,209
29512,8,16,107
29513,5,15,101
29514,10,24,150
29515,19,44,302
29516,11,19,152
29517,18,41,277
29518,8,18,132
29519,19,38,243
29520,7,20,149
29521,16,29,180
29522,10,20,144
29523,1,4,43
29524,8,17,145
29525,6,11,97
29526,18,36,247
29527,8,12,80
29528,11,27,225
29529,11,23,175
29530,10,22,144
29531,11,29,190
29532,10,22,134
29533,7,11,60
29534,11,28,187
29535,10,19,116
29536,8,16,113
29537,9,23,185
29538,20,40,251
29539,13,26,163
29540,16,38,290
29541,19,35,224
29542,7,20,137
29543,20,36,215
29544,6,15,100
29545,7,14,85
29546,18,39,291
29547,7,15,104
29548,15,31,189
29549,14,32,226
29550,7,12,68
29551,11,27,205
29552,26,52,307
29553,0,2,18
29554,13,27,175
29555,7,18,152
29556,8,27,195
29557,5,12,89
29558,13,23,146
29559,15,33,234
29560,10,27,168
29561,5,9,77
29562,10,16,105
29563,6,12,71
29564,7,13,98
29565,7,14,89
29566,13,22,112
29567,16,33,237
29568,5,12,86
29569,7,11,66
29570,9,19,126
29571,6,17,111
29572,16,38,268
29573,0,0,3
29574,19,43,260
29575,7,15,97
29576,32,74,478
29577,0,0,3
29578,22,47,310
29579,23,41,265
29580,1,4,26
29581,0,0,3
29582,34,66,384
29583,15,30,208
29584,0,1,5
29585,20,41,253
29586,0,1,5
29587,18,37,234
29588,12,22,124
29589,25,50,275
29590,0,0,3
29591,24,49,321
29592,1,4,29
29593,44,101,635
29594,0,3,32
29595,0,0,3
29596,45,85,545
29597,0,0,3
29598,23,56,384
29599,0,0,3
29600,16,41,288
29601,0,0,3
29602,26,52,336
29603,0,2,24
29604,18,34,215
29605,1,4,28
29606,2,8,53
29607,6,16,123
29608,4,10,61
29609,5,9,52
29610,0,2,20
29611,3,5,29
29612,0,2,24
29613,35,65,406
29614,5,9,72
29615,24,52,342
29616,12,26,171
29617,16,39,268
29618,0,0,5
29619,32,62,423
29620,4,5,29
29621,30,67,438
29622,42,82,500
29623,0,1,5
29624,14,27,179
29625,19,34,237
29626,0,1,5
29627,26,51,335
29628,1,1,5
29629,19,38,238
29630,15,26,157
29631,0,1,5
29632,21,44,288
29633,17,34,234
29634,8,17,120
29635,0,0,3
29636,38,91,596
29637,0,1,15
29638,0,1,3
29639,5,15,133
29640,0,1,3
29641,1,5,50
29642,1,1,3
29643,7,16,113
29644,33,71,449
29645,0,0,3
29646,26,51,301
29647,0,0,3
29648,20,38,248
29649,17,38,250
29650,0,0,5
29651,25,56,352
29652,22,41,242
29653,14,32,222
29654,23,53,367
29655,18,38,275
29656,0,0,3
29657,7,13,104
29658,13,26,178
29659,35,68,413
29660,19,42,264
29661,27,42,262
29662,38,79,512
29663,13,25,176
29664,27,53,325
29665,0,0,3
29666,21,49,342
29667,11,27,210
29668,14,29,181
29669,6,12,78
29670,17,33,221
29671,33,71,474
29672,20,39,265
29673,0,0,3
29674,25,51,337
29675,7,19,142
29676,13,27,183
29677,22,46,290
29678,10,17,105
29679,5,14,107
29680,16,45,332
29681,17,34,221
29682,11,26,195
29683,5,12,80
29684,11,22,148
29685,27,61,442
29686,0,2,19
29687,0,0,3
29688,13,25,175
29689,21,36,185
29690,5,9,60
29691,4,7,44
29692,0,0,5
29693,6,13,74
29694,0,0,5
29695,5,12,69
29696,29,47,291
29697,15,35,250
29698,22,50,361
29699,9,18,132
29700,5,7,46
29701,7,17,141
29702,18,44,296
29703,5,15,132
29704,6,20,151
29705,11,27,189
29706,0,0,3
29707,12,28,201
29708,20,38,264
29709,0,0,3
29710,12,27,188
29711,28,54,333
29712,22,41,276
29713,22,49,336
29714,13,27,178
29715,18,41,285
29716,16,30,181
29717,9,25,181
29718,0,0,3
29719,43,85,568
29720,3,5,29
29721,0,0,4
29722,9,19,118
29723,19,37,231
29724,21,44,321
29725,20,40,220
29726,2,7,39
29727,13,23,129
29728,6,14,82
29729,4,5,22
29730,9,23,139
29731,22,38,188
29732,1,4,32
29733,22,50,283
29734,13,24,151
29735,15,29,141
29736,1,4,30
29737,23,48,297
29738,13,28,184
29739,10,20,133
29740,12,26,152
29741,0,2,16
29742,18,35,192
29743,2,8,57
29744,21,40,232
29745,1,5,35
29746,17,31,174
29747,16,36,227
29748,6,15,99
29749,5,11,80
29750,9,18,89
29751,8,13,75
29752,6,13,75
29753,13,22,113
29754,2,5,31
29755,7,17,104
29756,18,36,215
29757,27,57,364
29758,5,17,100
29759,10,18,105
29760,22,43,242
29761,13,22,112
29762,2,7,43
29763,1,3,25
29764,17,34,198
29765,8,22,129
29766,1,3,19
29767,13,28,179
29768,11,28,167
29769,19,37,209
29770,1,4,26
29771,13,22,103
29772,6,15,83
29773,2,4,21
29774,16,30,177
29775,7,11,54
29776,11,22,119
29777,3,7,41
29778,2,6,33
29779,9,17,93
29780,11,22,117
29781,3,11,70
29782,5,13,80
29783,0,1,9
29784,15,31,190
29785,14,23,129
29786,20,35,198
29787,11,21,123
29788,2,3,15
29789,13,24,141
29790,15,31,203
29791,26,60,391
29792,0,3,21
29793,0,0,1
29794,5,15,101
29795,6,11,60
29796,4,12,85
29797,6,14,95
29798,5,12,69
29799,0,2,17
29800,4,8,53
29801,5,13,92
29802,1,3,20
29803,13,30,205
29804,0,2,18
29805,0,0,1
29806,5,14,108
29807,0,2,18
29808,0,0,1
29809,10,22,144
29810,10,23,151
29811,0,2,18
29812,8,16,110
29813,0,2,18
29814,0,0,1
29815,6,16,96
29816,9,16,79
29817,0,2,17
29818,2,5,34
29819,6,12,76
29820,16,32,191
29821,6,16,109
29822,0,2,18
29823,1,3,24
29824,6,19,138
29825,0,2,18
29826,1,2,20
29827,4,11,79
29828,7,12,67
29829,8,17,93
29830,1,3,30
29831,0,0,1
29832,0,0,3
29833,6,14,80
29834,15,30,160
29835,9,14,71
29836,10,21,114
29837,0,4,31
29838,18,29,153
29839,0,2,15
29840,0,1,9
29841,2,6,42
29842,3,5,32
29843,12,22,120
29844,11,20,110
29845,2,6,25
29846,12,22,114
29847,5,15,115
29848,9,17,97
29849,0,2,15
29850,12,22,121
29851,19,38,221
29852,11,17,105
29853,11,23,155
29854,14,28,154
29855,32,61,364
29856,13,26,165
29857,15,25,162
29858,20,38,247
29859,20,39,252
29860,19,37,204
29861,15,29,192
29862,18,37,215
29863,3,7,46
29864,22,46,305
29865,17,30,185
29866,8,14,75
29867,22,39,212
29868,20,35,206
29869,20,37,226
29870,18,45,315
29871,19,30,168
29872,13,21,110
29873,4,7,38
29874,18,38,242
29875,6,17,120
29876,10,17,101
29877,7,14,91
29878,6,17,145
29879,11,27,185
29880,19,41,283
29881,9,22,169
29882,7,13,69
29883,4,12,98
29884,3,9,64
29885,19,41,265
29886,5,18,162
29887,11,25,179
29888,15,24,124
29889,7,12,76
29890,13,21,106
29891,7,15,109
29892,10,22,127
29893,10,23,158
29894,4,11,89
29895,5,12,78
29896,4,10,87
29897,4,10,64
29898,8,21,161
29899,6,22,154
29900,8,19,146
29901,7,22,138
29902,6,15,99
29903,15,31,174
29904,8,18,113
29905,14,29,182
29906,16,27,154
29907,12,23,153
29908,16,25,128
29909,27,61,397
29910,9,15,81
29911,2,5,36
29912,13,25,164
29913,23,45,272
29914,9,15,87
29915,7,15,79
29916,14,31,198
29917,14,21,94
29918,5,11,70
29919,7,15,89
29920,6,12,66
29921,7,14,89
29922,11,23,147
29923,17,32,183
29924,37,68,424
29925,3,6,53
29926,2,3,26
29927,11,21,129
29928,23,43,266
29929,17,31,178
29930,11,25,161
29931,7,13,78
29932,11,28,183
29933,10,25,177
29934,21,43,301
29935,7,14,91
29936,12,27,157
29937,20,44,268
29938,12,27,193
29939,5,10,65
29940,9,26,159
29941,22,44,274
29942,6,13,83
29943,12,28,169
29944,10,22,172
29945,15,31,179
29946,19,39,243
29947,12,25,153
29948,7,16,112
29949,20,38,254
29950,7,17,113
29951,12,25,157
29952,15,35,238
29953,11,22,154
29954,17,37,213
29955,9,25,186
29956,3,10,82
29957,13,29,178
29958,20,40,206
29959,29,51,287
29960,12,30,204
29961,19,34,213
29962,11,31,207
29963,12,34,226
29964,5,16,119
29965,14,25,161
29966,7,17,130
29967,9,26,198
29968,7,20,135
29969,8,31,221
29970,13,23,124
29971,13,24,122
29972,12,30,196
29973,15,32,224
29974,4,13,84
29975,15,31,190
29976,23,44,250
29977,9,24,163
29978,10,20,147
29979,11,23,161
29980,9,25,174
29981,9,23,158
29982,2,6,33
29983,9,21,148
29984,9,18,123
29985,21,46,280
29986,20,56,416
29987,11,23,154
29988,4,11,82
29989,11,27,175
29990,21,43,241
29991,14,26,160
29992,12,28,180
29993,13,33,229
29994,6,15,96
29995,12,43,339
29996,9,27,190
29997,8,19,152
29998,7,15,81
29999,5,24,180
30000,7,21,136
30001,8,26,215
30002,6,22,135
30003,5,13,92
30004,11,25,190
30005,6,10,98
30006,10,23,153
30007,21,42,268
30008,1,4,24
30009,14,24,148
30010,13,29,189
30011,1,5,25
30012,23,53,340
30013,16,36,244
30014,1,3,24
30015,12,26,187
30016,15,40,259
30017,6,17,119
30018,14,32,204
30019,0,2,16
30020,16,37,242
30021,16,38,249
30022,0,3,21
30023,4,10,73
30024,4,15,106
30025,8,20,119
30026,8,22,148
30027,9,23,157
30028,7,23,154
30029,0,1,21
30030,5,14,101
30031,10,22,138
30032,7,22,155
30033,6,12,83
30034,0,1,8
