rank,word,frequency,cumulative_coverage_percent
2201,ques,1,92.7802
2202,strait,1,92.7831
2203,smoker,1,92.786
2204,preference,1,92.7889
2205,shook,1,92.7919
2206,farmer,1,92.7948
2207,harvest,1,92.7977
2208,latest,1,92.8006
2209,ruff,1,92.8035
2210,martinis,1,92.8064
2211,wooooohoooo,1,92.8093
2212,definitley,1,92.8122
2213,mame,1,92.8151
2214,nada,1,92.818
2215,mikeeeeeeeeeeeeeeeeeeeeeeeeee,1,92.8209
2216,adults,1,92.8238
2217,unwind,1,92.8267
2218,suggest,1,92.8296
2219,loaded,1,92.8325
2220,quistion,1,92.8354
2221,flattered,1,92.8383
2222,gentlemen,1,92.8412
2223,nce,1,92.8441
2224,ae,1,92.847
2225,margarita,1,92.8499
2226,novel,1,92.8528
2227,oppsss,1,92.8557
2228,push,1,92.8586
2229,fantasy,1,92.8615
2230,oooooooooooooonnnnnnnnnnnneeeeeeeeeeeeeeesssssssss,1,92.8644
2231,ooopppps,1,92.8673
2232,passing,1,92.8702
2233,oopps,1,92.8731
2234,martini's,1,92.876
2235,sometime,1,92.8789
2236,knockin,1,92.8818
2237,prob,1,92.8847
2238,doody,1,92.8876
2239,wild,1,92.8905
2240,canadain,1,92.8934
2241,fellow,1,92.8963
2242,except,1,92.8992
2243,whew,1,92.9021
2244,dark,1,92.905
2245,six,1,92.9079
2246,waht,1,92.9108
2247,settles,1,92.9137
2248,test,1,92.9166
2249,esteem,1,92.9195
2250,italian,1,92.9224
2251,nationality,1,92.9253
2252,center,1,92.9282
2253,obbts,1,92.9311
2254,ooppsss,1,92.934
2255,handsome,1,92.9369
2256,rider,1,92.9398
2257,bio,1,92.9427
2258,carefully,1,92.9456
2259,confessed,1,92.9486
2260,perked,1,92.9515
2261,steel,1,92.9544
2262,creative,1,92.9573
2263,sheepishly,1,92.9602
2264,shine,1,92.9631
2265,bisexual,1,92.966
2266,seeking,1,92.9689
2267,opportunity,1,92.9718
2268,capable,1,92.9747
2269,sustaining,1,92.9776
2270,intelligent,1,92.9805
2271,nyone,1,92.9834
2272,boot,1,92.9863
2273,wothough,1,92.9892
2274,freaked,1,92.9921
2275,personal,1,92.995
2276,hiom,1,92.9979
2277,reality,1,93.0008
2278,ut,1,93.0037
2279,smallfry,1,93.0066
2280,scare,1,93.0095
2281,dman,1,93.0124
2282,access,1,93.0153
2283,prisoner,1,93.0182
2284,resize,1,93.0211
2285,oppertunity,1,93.024
2286,humanity,1,93.0269
2287,oooooooooooo,1,93.0298
2288,during,1,93.0327
2289,jail,1,93.0356
2290,arrested,1,93.0385
2291,cops,1,93.0414
2292,handing,1,93.0443
2293,cuffed,1,93.0472
2294,drama,1,93.0501
2295,allow,1,93.053
2296,wanders,1,93.0559
2297,hogs,1,93.0588
2298,sneak,1,93.0617
2299,peek,1,93.0646
2300,redraft,1,93.0675
2301,petition,1,93.0704
2302,despises,1,93.0733
2303,prisoners,1,93.0762
2304,disappointed,1,93.0791
2305,inviting,1,93.082
2306,lb,1,93.0849
2307,spouse,1,93.0878
2308,gente,1,93.0907
2309,despie,1,93.0936
2310,destiny,1,93.0965
2311,neverneverland,1,93.0994
2312,sky,1,93.1023
2313,attorney,1,93.1052
2314,therapist,1,93.1082
2315,dispatcher,1,93.1111
2316,deceived,1,93.114
2317,putting,1,93.1169
2318,trash,1,93.1198
2319,log,1,93.1227
2320,joy,1,93.1256
2321,research,1,93.1285
2322,con,1,93.1314
2323,weeeeeeeeeeeeeeeeee,1,93.1343
2324,offended,1,93.1372
2325,schlep,1,93.1401
2326,revolving,1,93.143
2327,doors,1,93.1459
2328,dizzy,1,93.1488
2329,ctrl,1,93.1517
2330,effort,1,93.1546
2331,immersed,1,93.1575
2332,conspiracy,1,93.1604
2333,hots,1,93.1633
2334,flirts,1,93.1662
2335,outrageously,1,93.1691
2336,young,1,93.172
2337,niteeeeeeeeeeeeeeeeeee,1,93.1749
2338,cuddle,1,93.1778
2339,brooklyn,1,93.1807
2340,frst,1,93.1836
2341,someday,1,93.1865
2342,bedford,1,93.1894
2343,harsh,1,93.1923
2344,expensive,1,93.1952
2345,studio,1,93.1981
2346,louisianna,1,93.201
2347,humid,1,93.2039
2348,shortage,1,93.2068
2349,stron,1,93.2097
2350,whaaaaats,1,93.2126
2351,crop,1,93.2155
2352,tough,1,93.2184
2353,barely,1,93.2213
2354,bomb,1,93.2242
2355,dentist,1,93.2271
2356,judges,1,93.23
2357,splenda,1,93.2329
2358,subsitute,1,93.2358
2359,freaing,1,93.2387
2360,greetings,1,93.2416
2361,bosom,1,93.2445
2362,mines,1,93.2474
2363,bootay,1,93.2503
2364,splashing,1,93.2532
2365,puddle,1,93.2561
2366,weeeeeeeee,1,93.259
2367,bulls,1,93.2619
2368,expression,1,93.2649
2369,categories,1,93.2678
2370,bra,1,93.2707
2371,euphamisms,1,93.2736
2372,rid,1,93.2765
2373,depending,1,93.2794
2374,chapter,1,93.2823
2375,wireless,1,93.2852
2376,virius,1,93.2881
2377,lurkin,1,93.291
2378,losing,1,93.2939
2379,headlights,1,93.2968
2380,beams,1,93.2997
2381,sunglasses,1,93.3026
2382,slipping,1,93.3055
2383,crashed,1,93.3084
2384,perhaps,1,93.3113
2385,unboring,1,93.3142
2386,widdle,1,93.3171
2387,fiddles,1,93.32
2388,eeek,1,93.3229
2389,ysssssssss,1,93.3258
2390,chats,1,93.3287
2391,simply,1,93.3316
2392,babble,1,93.3345
2393,tjhe,1,93.3374
2394,excuuuuuuse,1,93.3403
2395,babblein,1,93.3432
2396,parrot,1,93.3461
2397,misbehaving,1,93.349
2398,solution,1,93.3519
2399,simple,1,93.3548
2400,heee,1,93.3577
2401,peel,1,93.3606
2402,canehda,1,93.3635
2403,fock,1,93.3664
2404,doc,1,93.3693
2405,smoke,1,93.3722
2406,dya,1,93.3751
2407,exit,1,93.378
2408,specialist,1,93.3809
2409,mris,1,93.3838
2410,fascination,1,93.3867
2411,russion,1,93.3896
2412,ships,1,93.3925
2413,sunshine,1,93.3954
2414,goody,1,93.3983
2415,chuckle,1,93.4012
2416,buff,1,93.4041
2417,biographys,1,93.407
2418,hickory,1,93.4099
2419,spose,1,93.4128
2420,mm,1,93.4157
2421,buffalo,1,93.4186
2422,wings,1,93.4215
2423,plus,1,93.4245
2424,unique,1,93.4274
2425,hix,1,93.4303
2426,younger,1,93.4332
2427,strangers,1,93.4361
2428,fallout,1,93.439
2429,grrrrrrrrr,1,93.4419
2430,tory,1,93.4448
2431,coincidence,1,93.4477
2432,knee,1,93.4506
2433,dislocated,1,93.4535
2434,thumb,1,93.4564
2435,aok,1,93.4593
2436,worries,1,93.4622
2437,hertory,1,93.4651
2438,amazing,1,93.468
2439,powers,1,93.4709
2440,literature,1,93.4738
2441,brady,1,93.4767
2442,kidnaped,1,93.4796
2443,booboo,1,93.4825
2444,teachers,1,93.4854
2445,art,1,93.4883
2446,xxxxxx,1,93.4912
2447,oooh,1,93.4941
2448,lala,1,93.497
2449,nicnames,1,93.4999
2450,odd,1,93.5028
2451,fake,1,93.5057
2452,eighth,1,93.5086
2453,classroom,1,93.5115
2454,gayoholic,1,93.5144
2455,foley,1,93.5173
2456,thows,1,93.5202
2457,brother,1,93.5231
2458,bound,1,93.526
2459,fractured,1,93.5289
2460,compoud,1,93.5318
2461,vetrabrate,1,93.5347
2462,ssi,1,93.5376
2463,ssid,1,93.5405
2464,hearin,1,93.5434
2465,nurse,1,93.5463
2466,april,1,93.5492
2467,fishin,1,93.5521
2468,opr,1,93.555
2469,enters,1,93.5579
2470,pos,1,93.5608
2471,italy,1,93.5637
2472,backup,1,93.5666
2473,sicily,1,93.5695
2474,teh,1,93.5724
2475,rockies,1,93.5753
2476,rained,1,93.5782
2477,hairs,1,93.5811
2478,nebraska,1,93.5841
2479,poot,1,93.587
2480,poop,1,93.5899
2481,bird,1,93.5928
2482,specials,1,93.5957
2483,soybeans,1,93.5986
2484,scarecrow,1,93.6015
2485,plow,1,93.6044
2486,backatchya,1,93.6073
2487,neighborhood,1,93.6102
2488,ops,1,93.6131
2489,solved,1,93.616
2490,crossed,1,93.6189
2491,photshopped,1,93.6218
2492,speaking,1,93.6247
2493,px,1,93.6276
2494,hio,1,93.6305
2495,ryaon,1,93.6334
2496,hugsssss,1,93.6363
2497,friday,1,93.6392
2498,thnx,1,93.6421
2499,congrat,1,93.645
2500,attend,1,93.6479
2501,sales,1,93.6508
2502,beachhhh,1,93.6537
2503,card,1,93.6566
2504,proocessing,1,93.6595
2505,software,1,93.6624
2506,oldest,1,93.6653
2507,uyes,1,93.6682
2508,mercedes,1,93.6711
2509,benz,1,93.674
2510,knw,1,93.6769
2511,salesman,1,93.6798
2512,key,1,93.6827
2513,ja,1,93.6856
2514,hmmmmm,1,93.6885
2515,thanksgiving,1,93.6914
2516,hmmmm,1,93.6943
2517,whistlin,1,93.6972
2518,welfare,1,93.7001
2519,torturing,1,93.703
2520,whisling,1,93.7059
2521,tuned,1,93.7088
2522,martian,1,93.7117
2523,swamp,1,93.7146
2524,cripes,1,93.7175
2525,updated,1,93.7204
2526,muzak,1,93.7233
2527,beg,1,93.7262
2528,reunion,1,93.7291
2529,saturday,1,93.732
2530,ahhhhhh,1,93.7349
2531,defragging,1,93.7378
2532,disc,1,93.7408
2533,bandito,1,93.7437
2534,chatland,1,93.7466
2535,sneeze,1,93.7495
2536,frags,1,93.7524
2537,regularly,1,93.7553
2538,fragged,1,93.7582
2539,speed,1,93.7611
2540,removing,1,93.764
2541,bless,1,93.7669
2542,carry,1,93.7698
2543,interruption,1,93.7727
2544,faster,1,93.7756
2545,extensions,1,93.7785
2546,turned,1,93.7814
2547,defrags,1,93.7843
2548,heeee,1,93.7872
2549,playin,1,93.7901
2550,plssss,1,93.793
2551,cripos,1,93.7959
2552,handyman,1,93.7988
2553,technical,1,93.8017
2554,arggghhh,1,93.8046
2555,denver,1,93.8075
2556,needer,1,93.8104
2557,priorities,1,93.8133
2558,daamn,1,93.8162
2559,sucka,1,93.8191
2560,sucker,1,93.822
2561,bloe,1,93.8249
2562,blow,1,93.8278
2563,whooo,1,93.8307
2564,hooo,1,93.8336
2565,sumfin,1,93.8365
2566,damnit,1,93.8394
2567,pissing,1,93.8423
2568,middle,1,93.8452
2569,thinkin,1,93.8481
2570,thje,1,93.851
2571,alwys,1,93.8539
2572,ole,1,93.8568
2573,aka,1,93.8597
2574,jess,1,93.8626
2575,afe,1,93.8655
2576,pp,1,93.8684
2577,concern,1,93.8713
2578,concernin,1,93.8742
2579,messenger,1,93.8771
2580,ff,1,93.88
2581,lipstick,1,93.8829
2582,term,1,93.8858
2583,experimenting,1,93.8887
2584,local,1,93.8916
2585,sucked,1,93.8945
2586,boned,1,93.8974
2587,dry,1,93.9004
2588,provide,1,93.9033
2589,rotflmao,1,93.9062
2590,flooding,1,93.9091
2591,lovelies,1,93.912
2592,alo,1,93.9149
2593,slipped,1,93.9178
2594,tina,1,93.9207
2595,poked,1,93.9236
2596,plently,1,93.9265
2597,pussies,1,93.9294
2598,sentences,1,93.9323
2599,posts,1,93.9352
2600,instead,1,93.9381
2601,paragraph,1,93.941
2602,dildo,1,93.9439
2603,pokin,1,93.9468
2604,scrolls,1,93.9497
2605,pat,1,93.9526
2606,boone,1,93.9555
2607,ooer,1,93.9584
2608,paragraphs,1,93.9613
2609,bucks,1,93.9642
2610,anal,1,93.9671
2611,apparently,1,93.97
2612,sry,1,93.9729
2613,barks,1,93.9758
2614,congrats,1,93.9787
2615,diggin,1,93.9816
2616,dojn,1,93.9845
2617,soojn,1,93.9874
2618,rob,1,93.9903
2619,luverz,1,93.9932
2620,wubs,1,93.9961
2621,mkay,1,93.999
2622,loosen,1,94.0019
2623,doctor,1,94.0048
2624,regarding,1,94.0077
2625,sores,1,94.0106
2626,spat,1,94.0135
2627,harley,1,94.0164
2628,longer,1,94.0193
2629,mf'er,1,94.0222
2630,genital,1,94.0251
2631,warts,1,94.028
2632,total,1,94.0309
2633,fuddahnut,1,94.0338
2634,gees,1,94.0367
2635,bedroom,1,94.0396
2636,promoter,1,94.0425
2637,yahoo,1,94.0454
2638,alternatives,1,94.0483
2639,mopeds,1,94.0512
2640,screach,1,94.0541
2641,muahhhhh,1,94.057
2642,imhave,1,94.06
2643,fan,1,94.0629
2644,huuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuugz,1,94.0658
2645,repeatedly,1,94.0687
2646,smacks,1,94.0716
2647,online,1,94.0745
2648,qq,1,94.0774
2649,pushes,1,94.0803
2650,euphemism,1,94.0832
2651,puts,1,94.0861
2652,grabs,1,94.089
2653,fish,1,94.0919
2654,wooooooooooooohoooooooooooooooo,1,94.0948
2655,drops,1,94.0977
2656,streched,1,94.1006
2657,jayse,1,94.1035
2658,wahoooooooski,1,94.1064
2659,advisory,1,94.1093
2660,respec,1,94.1122
2661,bc,1,94.1151
2662,joshy,1,94.118
2663,dropped,1,94.1209
2664,azerbaijan,1,94.1238
2665,syck,1,94.1267
2666,chatr,1,94.1296
2667,neone,1,94.1325
2668,pushed,1,94.1354
2669,tere,1,94.1383
2670,sent,1,94.1412
2671,smirkz,1,94.1441
2672,barometer,1,94.147
2673,bahahahaa,1,94.1499
2674,moaning,1,94.1528
2675,werd,1,94.1557
2676,retared,1,94.1586
2677,totaly,1,94.1615
2678,attraction,1,94.1644
2679,toward,1,94.1673
2680,depeche,1,94.1702
2681,rooms,1,94.1731
2682,nawt,1,94.176
2683,royalty,1,94.1789
2684,definitely,1,94.1818
2685,winner,1,94.1847
2686,wednesday,1,94.1876
2687,asnwer,1,94.1905
2688,birfday,1,94.1934
2689,mmmmk,1,94.1963
2690,offensive,1,94.1992
2691,policy,1,94.2021
2692,sign,1,94.205
2693,woof,1,94.2079
2694,xxxed,1,94.2108
2695,tingly,1,94.2137
2696,bunny,1,94.2167
2697,ooeer,1,94.2196
2698,ghet,1,94.2225
2699,fuked,1,94.2254
2700,pvt,1,94.2283
2701,brad,1,94.2312
2702,pit,1,94.2341
2703,skateboard,1,94.237
2704,biyatch,1,94.2399
2705,tom,1,94.2428
2706,denzel,1,94.2457
2707,refrain,1,94.2486
2708,moanin,1,94.2515
2709,hiding,1,94.2544
2710,lingo,1,94.2573
2711,fallz,1,94.2602
2712,offa,1,94.2631
2713,laffin,1,94.266
2714,european,1,94.2689
2715,whoaaaaaaaaaaaa,1,94.2718
2716,tootsie,1,94.2747
2717,freakin,1,94.2776
2718,ridin,1,94.2805
2719,dood,1,94.2834
2720,difference,1,94.2863
2721,reallly,1,94.2892
2722,brrrrrrr,1,94.2921
2723,jeter,1,94.295
2724,rothlisburger,1,94.2979
2725,dissing,1,94.3008
2726,haters,1,94.3037
2727,listenin,1,94.3066
2728,evanescence,1,94.3095
2729,lithium,1,94.3124
2730,ans,1,94.3153
2731,wigglez,1,94.3182
2732,touches,1,94.3211
2733,sexcite,1,94.324
2734,moanz,1,94.3269
2735,twoel,1,94.3298
2736,towel,1,94.3327
2737,sink,1,94.3356
2738,schmoopies,1,94.3385
2739,popular,1,94.3414
2740,opinion,1,94.3443
2741,contemplating,1,94.3472
2742,nickleback,1,94.3501
2743,suggested,1,94.353
2744,dun,1,94.3559
2745,erics,1,94.3588
2746,sweetshybbw,1,94.3617
2747,shaun,1,94.3646
2748,gaaaaaaay,1,94.3675
2749,cums,1,94.3704
2750,faints,1,94.3733
2751,loss,1,94.3763
2752,hedge,1,94.3792
2753,soo,1,94.3821
2754,aqwesome,1,94.385
2755,rascal,1,94.3879
2756,flatts,1,94.3908
2757,hubbys,1,94.3937
2758,hehehee,1,94.3966
2759,nodda,1,94.3995
2760,wearin,1,94.4024
2761,wrap,1,94.4053
2762,arm,1,94.4082
2763,othah,1,94.4111
2764,halfa,1,94.414
2765,yawnssss,1,94.4169
2766,hide,1,94.4198
2767,surprise,1,94.4227
2768,okikes,1,94.4256
2769,closet,1,94.4285
2770,gtg,1,94.4314
2771,okey,1,94.4343
2772,dokey,1,94.4372
2773,worl,1,94.4401
2774,police,1,94.443
2775,injureis,1,94.4459
2776,awrighty,1,94.4488
2777,rumour,1,94.4517
2778,huggs,1,94.4546
2779,costumes,1,94.4575
2780,hanging,1,94.4604
2781,rumours,1,94.4633
2782,smoochies,1,94.4662
2783,macho,1,94.4691
2784,village,1,94.472
2785,magine,1,94.4749
2786,daveeee,1,94.4778
2787,coonarsee,1,94.4807
2788,rainbow,1,94.4836
2789,thang,1,94.4865
2790,cepn,1,94.4894
2791,entitled,1,94.4923
2792,fella,1,94.4952
2793,gomer,1,94.4981
2794,ohhhhhhhhhhhhhhhh,1,94.501
2795,lots,1,94.5039
2796,purty,1,94.5068
2797,wimmins,1,94.5097
2798,blinks,1,94.5126
2799,beside,1,94.5155
2800,kissy,1,94.5184
2801,nawp,1,94.5213
2802,cheking,1,94.5242
2803,addy,1,94.5271
2804,fwd,1,94.53
2805,dem,1,94.533
2806,shining,1,94.5359
2807,across,1,94.5388
2808,lake,1,94.5417
2809,yas,1,94.5446
2810,huggss,1,94.5475
2811,hurting,1,94.5504
2812,shups,1,94.5533
2813,guest,1,94.5562
2814,realises,1,94.5591
2815,sumpin,1,94.562
2816,byeeeeeeee,1,94.5649
2817,backroom,1,94.5678
2818,grrrrrrrr,1,94.5707
2819,caint,1,94.5736
2820,nuttin,1,94.5765
2821,secret,1,94.5794
2822,hugsssssssss,1,94.5823
2823,everytime,1,94.5852
2824,pssst,1,94.5881
2825,mite,1,94.591
2826,recall,1,94.5939
2827,dueling,1,94.5968
2828,banjoes,1,94.5997
2829,pleased,1,94.6026
2830,deliverance,1,94.6055
2831,tigers,1,94.6084
2832,sympathy,1,94.6113
2833,cutting,1,94.6142
2834,wood,1,94.6171
2835,outhouse,1,94.62
2836,yu,1,94.6229
2837,hahahahaaa,1,94.6258
2838,gezzz,1,94.6287
2839,hahhahahaha,1,94.6316
2840,noooooooooo,1,94.6345
2841,eeeek,1,94.6374
2842,mistake,1,94.6403
2843,hoping,1,94.6432
2844,robbie,1,94.6461
2845,cards,1,94.649
2846,orta,1,94.6519
2847,wins,1,94.6548
2848,situation,1,94.6577
2849,pours,1,94.6606
2850,ebay,1,94.6635
2851,coem,1,94.6664
2852,takers,1,94.6693
2853,adoted,1,94.6722
2854,empty,1,94.6751
2855,pot,1,94.678
2856,adopted,1,94.6809
2857,giva,1,94.6838
2858,alley,1,94.6867
2859,mo,1,94.6896
2860,offer,1,94.6926
2861,hubby,1,94.6955
2862,tim,1,94.6984
2863,mcgraw,1,94.7013
2864,errrrr,1,94.7042
2865,topless,1,94.7071
2866,bases,1,94.71
2867,doublewide,1,94.7129
2868,ally,1,94.7158
2869,cheep,1,94.7187
2870,swats,1,94.7216
2871,pad,1,94.7245
2872,eeewww,1,94.7274
2873,smacked,1,94.7303
2874,truck,1,94.7332
2875,mowin,1,94.7361
2876,judy,1,94.739
2877,biggest,1,94.7419
2878,cleared,1,94.7448
2879,barfights,1,94.7477
2880,guard,1,94.7506
2881,bouncer,1,94.7535
2882,sheesin,1,94.7564
2883,cyas,1,94.7593
2884,bouncers,1,94.7622
2885,ing,1,94.7651
2886,shup,1,94.768
2887,tooo,1,94.7709
2888,kep,1,94.7738
2889,jumpin,1,94.7767
2890,dragged,1,94.7796
2891,pm'n,1,94.7825
2892,goooooo,1,94.7854
2893,baked,1,94.7883
2894,choc,1,94.7912
2895,butterscotch,1,94.7941
2896,oatmeal,1,94.797
2897,poorrr,1,94.7999
2898,shoulders,1,94.8028
2899,oatmel,1,94.8057
2900,mixed,1,94.8086
2901,wher,1,94.8115
2902,hopin,1,94.8144
2903,handy,1,94.8173
2904,peanut,1,94.8202
2905,butter,1,94.8231
2906,thrown,1,94.826
2907,coconuts,1,94.8289
2908,jujubees,1,94.8318
2909,hahahhahah,1,94.8347
2910,grrrrrrrrrrrrrrrrr,1,94.8376
2911,tapping,1,94.8405
2912,whoo,1,94.8434
2913,hooooo,1,94.8463
2914,grrrrrring,1,94.8492
2915,dint,1,94.8522
2916,nakie,1,94.8551
2917,t'anks,1,94.858
2918,bounced,1,94.8609
2919,yikesssss,1,94.8638
2920,pretend,1,94.8667
2921,contented,1,94.8696
2922,homosexual,1,94.8725
2923,sexuality,1,94.8754
2924,ohhhhhh,1,94.8783
2925,tend,1,94.8812
2926,begin,1,94.8841
2927,sprays,1,94.887
2928,lysol,1,94.8899
2929,uffff,1,94.8928
2930,paints,1,94.8957
2931,toenails,1,94.8986
2932,veg,1,94.9015
2933,weapons,1,94.9044
2934,menu,1,94.9073
2935,infor,1,94.9102
2936,elected,1,94.9131
2937,official,1,94.916
2938,constituents,1,94.9189
2939,demand,1,94.9218
2940,lust,1,94.9247
2941,ooooooo,1,94.9276
2942,nods,1,94.9305
2943,lay,1,94.9334
2944,dying,1,94.9363
2945,perception,1,94.9392
2946,rapest,1,94.9421
2947,offence,1,94.945
2948,homophobic,1,94.9479
2949,ether,1,94.9508
2950,kept,1,94.9537
2951,horse,1,94.9566
2952,toledo,1,94.9595
2953,offspring,1,94.9624
2954,swinging,1,94.9653
2955,completly,1,94.9682
2956,misses,1,94.9711
2957,specalily,1,94.974
2958,horriable,1,94.9769
2959,minigames,1,94.9798
2960,splelnig,1,94.9827
2961,scuk,1,94.9856
2962,raed,1,94.9885
2963,aynawy,1,94.9914
2964,sevendust,1,94.9943
2965,sigur,1,94.9972
2966,ros,1,95.0001
2967,controll,1,95.003
2968,cramp,1,95.0059
2969,controllers,1,95.0089
2970,soilwork,1,95.0118
2971,average,1,95.0147
2972,graphics,1,95.0176
2973,ps,1,95.0205
2974,lacking,1,95.0234
2975,platform,1,95.0263
2976,doe,1,95.0292
2977,bugs,1,95.0321
2978,glitches,1,95.035
2979,turning,1,95.0379
2980,netflix,1,95.0408
2981,member,1,95.0437
2982,third,1,95.0466
2983,accent,1,95.0495
2984,technologically,1,95.0524
2985,impared,1,95.0553
2986,subscriptions,1,95.0582
2987,dvd,1,95.0611
2988,complicated,1,95.064
2989,ico,1,95.0669
2990,kickass,1,95.0698
2991,puzzles,1,95.0727
2992,basically,1,95.0756
2993,console,1,95.0785
2994,nerd,1,95.0814
2995,shall,1,95.0843
2996,return,1,95.0872
2997,computers,1,95.0901
2998,foreplay,1,95.093
2999,silent,1,95.0959
3000,tower,1,95.0988
3001,resident,1,95.1017
3002,atmospheric,1,95.1046
3003,adventure,1,95.1075
3004,pimp,1,95.1104
3005,niceeeee,1,95.1133
3006,ep,1,95.1162
3007,niceeee,1,95.1191
3008,recomend,1,95.122
3009,subscription,1,95.1249
3010,marked,1,95.1278
3011,parkway,1,95.1307
3012,catastrophic,1,95.1336
3013,haaa,1,95.1365
3014,discretion,1,95.1394
3015,confusting,1,95.1423
3016,whose,1,95.1452
3017,it's,1,95.1481
3018,zebrahead,1,95.151
3019,werent,1,95.1539
3020,thugs,1,95.1568
3021,harmony,1,95.1597
3022,realise,1,95.1626
3023,beleive,1,95.1655
3024,chanop,1,95.1685
3025,bwhaha,1,95.1714
3026,ashamed,1,95.1743
3027,hero,1,95.1772
3028,fails,1,95.1801
3029,ehh,1,95.183
3030,shouldnt,1,95.1859
3031,walked,1,95.1888
3032,doupt,1,95.1917
3033,hfglhs,1,95.1946
3034,obsession,1,95.1975
3035,wasnt,1,95.2004
3036,salut,1,95.2033
3037,roadrunner,1,95.2062
3038,constitution,1,95.2091
3039,joey,1,95.212
3040,jordison,1,95.2149
3041,sessions,1,95.2178
3042,breaking,1,95.2207
3043,benjamin,1,95.2236
3044,diary,1,95.2265
3045,jane,1,95.2294
3046,span,1,95.2323
3047,limits,1,95.2352
3048,chickens,1,95.2381
3049,contast,1,95.241
3050,deciding,1,95.2439
3051,sexiest,1,95.2468
3052,perth,1,95.2497
3053,painted,1,95.2526
3054,wore,1,95.2555
3055,flames,1,95.2584
3056,leeches,1,95.2613
3057,pasa,1,95.2642
3058,nadda,1,95.2671
3059,tu,1,95.27
3060,barn,1,95.2729
3061,colors,1,95.2758
3062,chingy,1,95.2787
3063,feat,1,95.2816
3064,tyrese,1,95.2845
3065,pullin,1,95.2874
3066,disgusting,1,95.2903
3067,addict,1,95.2932
3068,dork,1,95.2961
3069,reads,1,95.299
3070,silverstein,1,95.3019
3071,broken,1,95.3048
3072,easily,1,95.3077
3073,frankly,1,95.3106
3074,suree,1,95.3135
3075,hom,1,95.3164
3076,wanan,1,95.3193
3077,telling,1,95.3222
3078,laid,1,95.3252
3079,props,1,95.3281
3080,awesomee,1,95.331
3081,clubs,1,95.3339
3082,craig,1,95.3368
3083,morgan,1,95.3397
3084,manage,1,95.3426
3085,herd,1,95.3455
3086,noting,1,95.3484
3087,phylosipher,1,95.3513
3088,virginity,1,95.3542
3089,impossible,1,95.3571
3090,trivium,1,95.36
3091,washing,1,95.3629
3092,tide,1,95.3658
3093,blocking,1,95.3687
3094,jush,1,95.3716
3095,grlz,1,95.3745
3096,boinked,1,95.3774
3097,innocense,1,95.3803
3098,untouched,1,95.3832
3099,voices,1,95.3861
3100,males,1,95.389
3101,cougs,1,95.3919
3102,orange,1,95.3948
3103,suprised,1,95.3977
3104,coughed,1,95.4006
3105,lung,1,95.4035
3106,hoi,1,95.4064
3107,slide,1,95.4093
3108,jto,1,95.4122
3109,snake,1,95.4151
3110,lion,1,95.418
3111,brat,1,95.4209
3112,nooooooooooooooo,1,95.4238
3113,pocket,1,95.4267
3114,nostrils,1,95.4296
3115,drifter,1,95.4325
3116,cutes,1,95.4354
3117,bak,1,95.4383
3118,blowjob,1,95.4412
3119,sassy,1,95.4441
3120,va,1,95.447
3121,pffft,1,95.4499
3122,muahzzzz,1,95.4528
3123,muah,1,95.4557
3124,bumped,1,95.4586
3125,somehow,1,95.4615
3126,fawk,1,95.4644
3127,farting,1,95.4673
3128,cloud,1,95.4702
3129,burito,1,95.4731
3130,dust,1,95.476
3131,lotta,1,95.4789
3132,burpin,1,95.4818
3133,pweeze,1,95.4848
3134,dangit,1,95.4877
3135,seth,1,95.4906
3136,timing,1,95.4935
3137,heads,1,95.4964
3138,neked,1,95.4993
3139,lolol,1,95.5022
3140,tackles,1,95.5051
3141,shaneeeeeeeee,1,95.508
3142,sheep,1,95.5109
3143,lixxx,1,95.5138
3144,jw,1,95.5167
3145,smarter,1,95.5196
3146,buddyyyyyy,1,95.5225
3147,dokken,1,95.5254
3148,wel,1,95.5283
3149,lthen,1,95.5312
3150,alotta,1,95.5341
3151,ack,1,95.537
3152,wahoooooooo,1,95.5399
3153,abou,1,95.5428
3154,tthe,1,95.5457
3155,fawked,1,95.5486
3156,stays,1,95.5515
3157,voice,1,95.5544
3158,hearthechatters,1,95.5573
3159,careful,1,95.5602
3160,nj,1,95.5631
3161,wicked,1,95.566
3162,parents,1,95.5689
3163,bwahahahahahahahahahaha,1,95.5718
3164,cleveland,1,95.5747
3165,starting,1,95.5776
3166,chant,1,95.5805
3167,victors,1,95.5834
3168,valiant,1,95.5863
3169,concrete,1,95.5892
3170,heroes,1,95.5921
3171,leaders,1,95.595
3172,chokes,1,95.5979
3173,earth,1,95.6008
3174,drivers,1,95.6037
3175,adjusts,1,95.6066
3176,watched,1,95.6095
3177,pictured,1,95.6124
3178,wondered,1,95.6153
3179,babiess,1,95.6182
3180,kit,1,95.6211
3181,awwwwwww,1,95.624
3182,wonderin,1,95.6269
3183,pinches,1,95.6298
3184,ltnsea,1,95.6327
3185,eeekk,1,95.6356
3186,hmmmmmmmm,1,95.6385
3187,pork,1,95.6414
3188,proked,1,95.6444
3189,popped,1,95.6473
3190,whered,1,95.6502
3191,prrty,1,95.6531
3192,popper,1,95.656
3193,noooooooooooooo,1,95.6589
3194,boning,1,95.6618
3195,urs,1,95.6647
3196,thanksss,1,95.6676
3197,loc,1,95.6705
3198,aterry,1,95.6734
3199,don,1,95.6763
